,id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
303,204404,https://dadosabertos.camara.leg.br/api/v2/deputados/204404,Lucas Redecker,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,RS,56,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg,
304,178879,https://dadosabertos.camara.leg.br/api/v2/deputados/178879,Lucas Vergilio,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,GO,56,https://www.camara.leg.br/internet/deputado/bandep/178879.jpg,
305,74478,https://dadosabertos.camara.leg.br/api/v2/deputados/74478,Luciano Bivar,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PE,56,https://www.camara.leg.br/internet/deputado/bandep/74478.jpg,
306,178931,https://dadosabertos.camara.leg.br/api/v2/deputados/178931,Luciano Ducci,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PR,56,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg,
307,178954,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,Lucio Mosquini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RO,56,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg,
308,204381,https://dadosabertos.camara.leg.br/api/v2/deputados/204381,Luis Miranda,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,DF,56,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg,
309,160510,https://dadosabertos.camara.leg.br/api/v2/deputados/160510,Luis Tibé,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,56,https://www.camara.leg.br/internet/deputado/bandep/160510.jpg,
310,204410,https://dadosabertos.camara.leg.br/api/v2/deputados/204410,Luisa Canziani,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg,
311,204448,https://dadosabertos.camara.leg.br/api/v2/deputados/204448,Luiz Antônio Corrêa,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg,
312,160645,https://dadosabertos.camara.leg.br/api/v2/deputados/160645,Luiz Carlos,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AP,56,https://www.camara.leg.br/internet/deputado/bandep/160645.jpg,
313,204485,https://dadosabertos.camara.leg.br/api/v2/deputados/204485,Luiz Carlos Motta,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg,
314,204455,https://dadosabertos.camara.leg.br/api/v2/deputados/204455,Luiz Lima,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg,
315,162332,https://dadosabertos.camara.leg.br/api/v2/deputados/162332,Luiz Nishimori,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,56,https://www.camara.leg.br/internet/deputado/bandep/162332.jpg,
316,204526,https://dadosabertos.camara.leg.br/api/v2/deputados/204526,Luiz Philippe de Orleans e Bragança,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/204526.jpg,
317,74784,https://dadosabertos.camara.leg.br/api/v2/deputados/74784,Luiza Erundina,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg,
318,204418,https://dadosabertos.camara.leg.br/api/v2/deputados/204418,Luizão Goulart,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,PR,56,https://www.camara.leg.br/internet/deputado/bandep/204418.jpg,
319,178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,Luizianne Lins,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,56,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg,
320,166402,https://dadosabertos.camara.leg.br/api/v2/deputados/166402,Magda Mofatto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,GO,56,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg,
321,204458,https://dadosabertos.camara.leg.br/api/v2/deputados/204458,Major Fabiana,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204458.jpg,
322,204471,https://dadosabertos.camara.leg.br/api/v2/deputados/204471,Mara Rocha,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AC,56,https://www.camara.leg.br/internet/deputado/bandep/204471.jpg,
323,156190,https://dadosabertos.camara.leg.br/api/v2/deputados/156190,Marcel van Hattem,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,RS,56,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg,
324,179000,https://dadosabertos.camara.leg.br/api/v2/deputados/179000,Marcelo Álvaro Antônio,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MG,56,https://www.camara.leg.br/internet/deputado/bandep/179000.jpg,
325,146788,https://dadosabertos.camara.leg.br/api/v2/deputados/146788,Marcelo Aro,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,56,https://www.camara.leg.br/internet/deputado/bandep/146788.jpg,
326,204433,https://dadosabertos.camara.leg.br/api/v2/deputados/204433,Marcelo Calero,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg,
327,76874,https://dadosabertos.camara.leg.br/api/v2/deputados/76874,Marcelo Freixo,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/76874.jpg,
328,133810,https://dadosabertos.camara.leg.br/api/v2/deputados/133810,Marcelo Moraes,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RS,56,https://www.camara.leg.br/internet/deputado/bandep/133810.jpg,
329,204558,https://dadosabertos.camara.leg.br/api/v2/deputados/204558,Marcelo Nilo,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204558.jpg,
330,204556,https://dadosabertos.camara.leg.br/api/v2/deputados/204556,Marcelo Ramos,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,AM,56,https://www.camara.leg.br/internet/deputado/bandep/204556.jpg,
331,178983,https://dadosabertos.camara.leg.br/api/v2/deputados/178983,Marcio Alvino,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/178983.jpg,
332,179001,https://dadosabertos.camara.leg.br/api/v2/deputados/179001,Márcio Biolchi,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RS,56,https://www.camara.leg.br/internet/deputado/bandep/179001.jpg,
