,id,uri,titulo,idLegislatura
58,54208,https://dadosabertos.camara.leg.br/api/v2/frentes/54208,Frente Parlamentar do Terceiro Setor e Filantropia,56
59,54194,https://dadosabertos.camara.leg.br/api/v2/frentes/54194,Frente Parlamentar Mista em Defesa da Prevenção de Queimaduras e Atenção Global ao Paciente Queimado,56
60,54210,https://dadosabertos.camara.leg.br/api/v2/frentes/54210,Frente Parlamentar em Defesa dos Conselheiros Tutelares,56
61,54211,https://dadosabertos.camara.leg.br/api/v2/frentes/54211,Frente Parlamentar em prol dos Jogos Eletrônicos e Games,56
62,54199,https://dadosabertos.camara.leg.br/api/v2/frentes/54199,Frente Parlamentar Mista do Serviço Público,56
63,54206,https://dadosabertos.camara.leg.br/api/v2/frentes/54206,Frente Parlamentar em prol da Iniciação Científica - FPIC,56
64,54195,https://dadosabertos.camara.leg.br/api/v2/frentes/54195,Frente Parlamentar Mista em Defesa dos Criadores de Animais de Estimação,56
65,54200,https://dadosabertos.camara.leg.br/api/v2/frentes/54200,Frente Parlamentar Mista em Defesa da Produção Cultural e Entretenimento,56
66,54202,https://dadosabertos.camara.leg.br/api/v2/frentes/54202,Frente Parlamentar Fiscais da Nação,56
67,54201,https://dadosabertos.camara.leg.br/api/v2/frentes/54201,"Frente Parlamentar das Hortaliças, Flores e Frutas",56
68,54203,https://dadosabertos.camara.leg.br/api/v2/frentes/54203,Frente Parlamentar pela Valorização do Setor Sucroenergético,56
69,54204,https://dadosabertos.camara.leg.br/api/v2/frentes/54204,Frente Parlamentar dos Asilos e Orfanatos,56
70,54186,https://dadosabertos.camara.leg.br/api/v2/frentes/54186,Frente Parlamentar Mista de Promoção e Defesa dos Direitos da Criança e Adolescente,56
71,54187,https://dadosabertos.camara.leg.br/api/v2/frentes/54187,Frente Parlamentar em Defesa dos Povos Tradicionais de Matriz Africana,56
72,54197,https://dadosabertos.camara.leg.br/api/v2/frentes/54197,Frente Parlamentar Mista em Defesa da Casa da Moeda,56
73,54198,https://dadosabertos.camara.leg.br/api/v2/frentes/54198,Frente Parlamentar em Defesa do Sistema de Modelagem da Informação da Construção - BIM,56
74,54188,https://dadosabertos.camara.leg.br/api/v2/frentes/54188,Frente Parlamentar em Defesa da Educação no Trânsito e Formação dos Condutores,56
75,54189,https://dadosabertos.camara.leg.br/api/v2/frentes/54189,Frente Parlamentar em Defesa da Sustentabilidade dos Regimes Próprios de Previdência Social e da Competitividade do Mercado de Capitais,56
76,54190,https://dadosabertos.camara.leg.br/api/v2/frentes/54190,Frente Parlamentar Mista pela Contagem Pública dos Votos (escrutínio público do voto),56
77,54184,https://dadosabertos.camara.leg.br/api/v2/frentes/54184,Frente Parlamentar Mista em Defesa da Advocacia Pública,56
78,54192,https://dadosabertos.camara.leg.br/api/v2/frentes/54192,Frente Parlamentar pela Causa da Psoríase e Artrite Psoriásica,56
79,54193,https://dadosabertos.camara.leg.br/api/v2/frentes/54193,Frente Parlamentar Mista para o Desenvolvimento da Indústria Elétrica e Eletrônica,56
80,54178,https://dadosabertos.camara.leg.br/api/v2/frentes/54178,Frente Parlamentar Mista em Defesa dos Serviços de Ambulância,56
81,54185,https://dadosabertos.camara.leg.br/api/v2/frentes/54185,Frente Parlamentar BRASIL-EUA,56
82,54180,https://dadosabertos.camara.leg.br/api/v2/frentes/54180,Frente Parlamentar Mista em Defesa do Cinema e do Audiovisual Brasileiros,56
83,54179,https://dadosabertos.camara.leg.br/api/v2/frentes/54179,Frente Parlamentar em Defesa do Setor de Serviços,56
84,54183,https://dadosabertos.camara.leg.br/api/v2/frentes/54183,Frente Parlamentar Mista em Defesa do Setor Coureiro-Calçadista,56
85,54177,https://dadosabertos.camara.leg.br/api/v2/frentes/54177,Frente Parlamentar de Proteção e Defesa Civil,56
86,54176,https://dadosabertos.camara.leg.br/api/v2/frentes/54176,Frente Parlamentar Mista Internacional Humanitária pela Paz Mundial (FREMHPAZ),56
87,54181,https://dadosabertos.camara.leg.br/api/v2/frentes/54181,Frente Parlamentar da Baixada Fluminense do Rio de Janeiro,56
88,54182,https://dadosabertos.camara.leg.br/api/v2/frentes/54182,Frente Parlamentar em Defesa das Pessoas Desaparecidas,56
89,54170,https://dadosabertos.camara.leg.br/api/v2/frentes/54170,Frente Parlamentar em Defesa da Região dos Lagos no Rio de Janeiro,56
90,54175,https://dadosabertos.camara.leg.br/api/v2/frentes/54175,Frente Parlamentar Mista dos Aeronautas (FPAer),56
91,54173,https://dadosabertos.camara.leg.br/api/v2/frentes/54173,Frente Parlamentar em Defesa dos Trabalhadores em Transporte Público,56
92,54174,https://dadosabertos.camara.leg.br/api/v2/frentes/54174,Frente Parlamentar Mista pelo Fortalecimento das Câmaras Municipais e Vereadores,56
93,54172,https://dadosabertos.camara.leg.br/api/v2/frentes/54172,Frente Parlamentar Mista em Defesa da Disposição Final de Resíduos Sólidos,56
94,54168,https://dadosabertos.camara.leg.br/api/v2/frentes/54168,Frente Parlamentar de Enfrentamento às Drogas,56
95,54171,https://dadosabertos.camara.leg.br/api/v2/frentes/54171,Frente Parlamentar Mista Para a Criação de Estímulos Econômicos Para a Preservação Ambiental,56
96,54169,https://dadosabertos.camara.leg.br/api/v2/frentes/54169,Frente Parlamentar Mista em Apoio ao Carvão Mineral,56
97,54167,https://dadosabertos.camara.leg.br/api/v2/frentes/54167,Frente Parlamentar Mista em Defesa da Soberania Nacional,56
98,54166,https://dadosabertos.camara.leg.br/api/v2/frentes/54166,Frente Parlamentar Mista em Defesa do Desenvolvimento Econômico-Social da Região Sul do Brasil,56
99,54164,https://dadosabertos.camara.leg.br/api/v2/frentes/54164,Frente Parlamentar em Defesa dos Direitos da População em Situação de Rua,56
100,54163,https://dadosabertos.camara.leg.br/api/v2/frentes/54163,Frente Parlamentar Mista de Prevenção ao Suicídio e Valorização da Vida,56
101,54165,https://dadosabertos.camara.leg.br/api/v2/frentes/54165,"Frente Parlamentar de Defesa e Valorização da Produção Nacional de Uvas, Vinhos, Espumantes e seus Derivados",56
102,54160,https://dadosabertos.camara.leg.br/api/v2/frentes/54160,Frente Parlamentar Mista em Defesa do Comércio Internacional e do Investimento - Frencomex,56
103,54157,https://dadosabertos.camara.leg.br/api/v2/frentes/54157,Frente Parlamentar Mista de Combate a Diabete,56
104,54161,https://dadosabertos.camara.leg.br/api/v2/frentes/54161,Frente Parlamentar Mista em Defesa da Propriedade Intelectual e de Combate à Pirataria,56
105,54159,https://dadosabertos.camara.leg.br/api/v2/frentes/54159,Frente Parlamentar Mista de Enfrentamento às Fake News,56
106,54162,https://dadosabertos.camara.leg.br/api/v2/frentes/54162,Frente Parlamentar da Optometria,56
107,54145,https://dadosabertos.camara.leg.br/api/v2/frentes/54145,Frente Parlamentar Mista em Apoio aos Objetivos de Desenvolvimentos Sustentáveis da ONU - ODS,56
108,54158,https://dadosabertos.camara.leg.br/api/v2/frentes/54158,Frente Parlamentar em Defesa do Patrimônio Histórico Nacional,56
109,54155,https://dadosabertos.camara.leg.br/api/v2/frentes/54155,"Frente Parlamentar Mista de Enfrentamento às IST, HIV/AIDS e das Hepatites Virais",56
110,54152,https://dadosabertos.camara.leg.br/api/v2/frentes/54152,Frente Parlamentar Mista em Defesa de Furnas,56
111,54135,https://dadosabertos.camara.leg.br/api/v2/frentes/54135,Frente Parlamentar Mista em Defesa das Associações Comerciais do Brasil,56
112,54154,https://dadosabertos.camara.leg.br/api/v2/frentes/54154,Frente Parlamentar Mista em Defesa das Organizações da Sociedade Civil - OSCs,56
113,54150,https://dadosabertos.camara.leg.br/api/v2/frentes/54150,Frente Parlamentar Mista contra o Aborto e em Defesa da Vida,56
114,54140,https://dadosabertos.camara.leg.br/api/v2/frentes/54140,Frente Parlamentar Mista em Defesa da Reforma Tributária Solidária,56
115,54153,https://dadosabertos.camara.leg.br/api/v2/frentes/54153,Frente Parlamentar de Apoio aos Conselhos Profissionais de Classe,56
116,54156,https://dadosabertos.camara.leg.br/api/v2/frentes/54156,Frente Parlamentar Mista em Defesa da Economia Solidária,56
117,54151,https://dadosabertos.camara.leg.br/api/v2/frentes/54151,Frente Parlamentar em Favor do Pagamento por Serviços Ambientais e Produção Sustentável,56
118,54142,https://dadosabertos.camara.leg.br/api/v2/frentes/54142,Frente Parlamentar Mista de Apoio aos Parques Tecnológicos - FPATE,56
119,54146,https://dadosabertos.camara.leg.br/api/v2/frentes/54146,Frente Parlamentar de Apoio às Operações Especiais das Forças Armadas e das Forças de Segurança Pública (FREPOESP),56
120,54144,https://dadosabertos.camara.leg.br/api/v2/frentes/54144,Frente Parlamentar Mista de Combate ao Contrabando e a Falsificação,56
121,54143,https://dadosabertos.camara.leg.br/api/v2/frentes/54143,Frente Parlamentar Mista de Enfrentamento a Pedofilia - FPMEP,56
122,54141,https://dadosabertos.camara.leg.br/api/v2/frentes/54141,Frente Parlamentar Mista dos Municípios e de Apoio aos Prefeitos e Vice-Prefeitos do Brasil - FREMAPREV,56
123,54133,https://dadosabertos.camara.leg.br/api/v2/frentes/54133,Frente Parlamentar Mista pela Potencialização do Alto Tietê,56
124,54134,https://dadosabertos.camara.leg.br/api/v2/frentes/54134,Frente Parlamentar Mista pelo Fortalecimento do Vale do Paraíba,56
125,54131,https://dadosabertos.camara.leg.br/api/v2/frentes/54131,Frente Parlamentar Mista para o Fortalecimento da Gestão Pública,56
126,54136,https://dadosabertos.camara.leg.br/api/v2/frentes/54136,Frente Parlamentar Mista do Agronegócio e Agricultura Familiar - FAAF,56
127,54149,https://dadosabertos.camara.leg.br/api/v2/frentes/54149,Frente Parlamentar pela Formação dos Agentes Comunitários de Saúde - ACS,56
128,54147,https://dadosabertos.camara.leg.br/api/v2/frentes/54147,Frente Parlamentar da Informatização na Saúde,56
129,54126,https://dadosabertos.camara.leg.br/api/v2/frentes/54126,Frente Parlamentar Mista em Defesa da Distribuição de Veículos Automotores e a Mobilidade - FREMOB,56
130,54127,https://dadosabertos.camara.leg.br/api/v2/frentes/54127,"Frente Parlamentar Mista do Rodeio, da Vaquejada e das Provas Equestres",56
131,54129,https://dadosabertos.camara.leg.br/api/v2/frentes/54129,Frente Parlamentar Mista em Defesa dos Bombeiros Voluntários,56
132,54132,https://dadosabertos.camara.leg.br/api/v2/frentes/54132,Frente Parlamentar Mista em Defesa dos Portos do Norte do Brasil,56
133,54128,https://dadosabertos.camara.leg.br/api/v2/frentes/54128,Frente Parlamentar Mista em Defesa da Eletrosul,56
134,54040,https://dadosabertos.camara.leg.br/api/v2/frentes/54040,"Frente Parlamentar em Defesa da Conclusão das Obras de Duplicação da BR-116, trecho Guaíba - Pelotas/RS",56
135,54130,https://dadosabertos.camara.leg.br/api/v2/frentes/54130,Frente Parlamentar em Defesa do Regime Especial de Aposentadoria dos Professores,56
136,54120,https://dadosabertos.camara.leg.br/api/v2/frentes/54120,Frente Parlamentar Mista dos Lojistas e Lojistas de Shoppings Centers,56
137,54121,https://dadosabertos.camara.leg.br/api/v2/frentes/54121,Frente Parlamentar em Defesa dos Agentes Comunitários de Saúde,56
138,54125,https://dadosabertos.camara.leg.br/api/v2/frentes/54125,Frente Parlamentar em Defesa da Companhia Hidro elétrica do São Francisco (CHESF),56
139,54115,https://dadosabertos.camara.leg.br/api/v2/frentes/54115,Frente Parlamentar Mista para Ampliação dos Cursos de Medicina,56
140,54124,https://dadosabertos.camara.leg.br/api/v2/frentes/54124,Frente Parlamentar da Silvicultura no Brasil,56
141,54119,https://dadosabertos.camara.leg.br/api/v2/frentes/54119,Frente Parlamentar Mista em Defesa da Pessoa Idosa,56
142,54084,https://dadosabertos.camara.leg.br/api/v2/frentes/54084,Frente Parlamentar Mista em Defesa da Indústria Brasileira de Bebidas,56
143,54123,https://dadosabertos.camara.leg.br/api/v2/frentes/54123,Frente Parlamentar em Defesa de Desportos Equestres,56
144,54113,https://dadosabertos.camara.leg.br/api/v2/frentes/54113,Frente Parlamentar Mista em Defesa da Pessoa com Epilepsia,56
145,54110,https://dadosabertos.camara.leg.br/api/v2/frentes/54110,Frente Parlamentar Mista pela Educação no Campo - FPMEDOC,56
146,54118,https://dadosabertos.camara.leg.br/api/v2/frentes/54118,Frente Parlamentar Mista de Apoio ao Protagonismo Infantojuvenil,56
147,54122,https://dadosabertos.camara.leg.br/api/v2/frentes/54122,Frente Parlamentar da Advocacia,56
148,54117,https://dadosabertos.camara.leg.br/api/v2/frentes/54117,Frente Parlamentar Mista da Economia Criativa,56
149,54108,https://dadosabertos.camara.leg.br/api/v2/frentes/54108,Frente Parlamentar Mista do Biodiesel,56
150,54112,https://dadosabertos.camara.leg.br/api/v2/frentes/54112,Frente Parlamentar Mista em Defesa dos Direitos Humanos e pela Justiça Social,56
151,54114,https://dadosabertos.camara.leg.br/api/v2/frentes/54114,Frente Parlamentar Mista Brasil-África com Participação Popular de Enfrentamento ao Racismo,56
152,54107,https://dadosabertos.camara.leg.br/api/v2/frentes/54107,Frente Parlamentar Mista da Apicultura e Meliponicultura,56
153,54111,https://dadosabertos.camara.leg.br/api/v2/frentes/54111,Frente Parlamentar Mista pela Inovação na Bioeconomia - FPBioeconomia,56
154,54079,https://dadosabertos.camara.leg.br/api/v2/frentes/54079,Frente Parlamentar Mista de Apoio aos Despachantes Documentalistas do Brasil,56
155,54116,https://dadosabertos.camara.leg.br/api/v2/frentes/54116,Frente Parlamentar Mista de Combate ao Trabalho Infantil e de estímulo à Aprendizagem,56
156,54104,https://dadosabertos.camara.leg.br/api/v2/frentes/54104,Frente Parlamentar Mista em Defesa do Caminhoneiro Autônomo e Celetista,56
157,54106,https://dadosabertos.camara.leg.br/api/v2/frentes/54106,Frente Parlamentar Mista de Apoio às Empresas Franqueadas,56
158,54099,https://dadosabertos.camara.leg.br/api/v2/frentes/54099,Frente Parlamentar Mista em Defesa da Enfermagem,56
159,54101,https://dadosabertos.camara.leg.br/api/v2/frentes/54101,Frente Parlamentar pela Duplicação e Conclusão da BR 285,56
160,54093,https://dadosabertos.camara.leg.br/api/v2/frentes/54093,Frente Parlamentar Mista em Defesa dos Bancos Públicos,56
161,54095,https://dadosabertos.camara.leg.br/api/v2/frentes/54095,Frente Parlamentar Mista Brasil-Índia,56
162,54088,https://dadosabertos.camara.leg.br/api/v2/frentes/54088,Frente Parlamentar Mista em Defesa da Reforma Psiquiátrica e da Luta Antimanicomial,56
163,54092,https://dadosabertos.camara.leg.br/api/v2/frentes/54092,Frente Parlamentar para a Liberdade Religiosa do Congresso,56
164,54109,https://dadosabertos.camara.leg.br/api/v2/frentes/54109,Frente Parlamentar da Indústria Pública de Medicamentos,56
165,54105,https://dadosabertos.camara.leg.br/api/v2/frentes/54105,Frente Parlamentar Popular em Defesa das Favelas,56
166,54082,https://dadosabertos.camara.leg.br/api/v2/frentes/54082,Frente Parlamentar Mista em Defesa da Indústria Brasileira de Bebidas,56
167,54089,https://dadosabertos.camara.leg.br/api/v2/frentes/54089,Frente Parlamentar Mista de Energias Renováveis - FPE,56
168,54090,https://dadosabertos.camara.leg.br/api/v2/frentes/54090,Frente Parlamentar Mista da Marinha Mercante Brasileira,56
169,54078,https://dadosabertos.camara.leg.br/api/v2/frentes/54078,Frente Parlamentar Mista em Defesa dos Médicos Brasileiros Formados no Exterior e da Revalidação,56
170,54102,https://dadosabertos.camara.leg.br/api/v2/frentes/54102,Frente Parlamentar Mista em Defesa da Tradição e Cultura Gaúcha,56
171,54103,https://dadosabertos.camara.leg.br/api/v2/frentes/54103,Frente Parlamentar do Alho,56
172,54087,https://dadosabertos.camara.leg.br/api/v2/frentes/54087,Frente Parlamentar Mista em Defesa da Petrobrás,56
173,54100,https://dadosabertos.camara.leg.br/api/v2/frentes/54100,Frente Parlamentar de Incentivo à Adoção de Crianças,56
174,54098,https://dadosabertos.camara.leg.br/api/v2/frentes/54098,Frente Parlamentar da Odontologia,56
175,54096,https://dadosabertos.camara.leg.br/api/v2/frentes/54096,Frente Parlamentar pela Preservação da Soberania Energética Nacional Mantendo e Fortalecendo as Concessionárias Públicas de Energia Elétrica,56
176,54097,https://dadosabertos.camara.leg.br/api/v2/frentes/54097,Frente Parlamentar em Defesa da Extensão da BR-448,56
177,54091,https://dadosabertos.camara.leg.br/api/v2/frentes/54091,Frente Parlamentar da Indústria de Máquinas e Equipamentos - FPMaq,56
178,54094,https://dadosabertos.camara.leg.br/api/v2/frentes/54094,Frente Parlamentar Mista em Defesa da Saúde Nutricional Suplementar,56
179,54077,https://dadosabertos.camara.leg.br/api/v2/frentes/54077,Frente Parlamentar Mista Católica Apostólica Romana,56
180,54085,https://dadosabertos.camara.leg.br/api/v2/frentes/54085,"Frente Parlamentar Mista de Ciência, Tecnologia, Pesquisa e Inovação",56
181,54081,https://dadosabertos.camara.leg.br/api/v2/frentes/54081,Frente Parlamentar Mista da Redução da Maioridade Penal,56
182,54080,https://dadosabertos.camara.leg.br/api/v2/frentes/54080,Frente Parlamentar Mista da Mineração,56
183,54086,https://dadosabertos.camara.leg.br/api/v2/frentes/54086,Frente Parlamentar pela Promoção da Aviação na Amazônia,56
184,54083,https://dadosabertos.camara.leg.br/api/v2/frentes/54083,Frente Parlamentar em Defesa das Guardas Municipais,56
185,54073,https://dadosabertos.camara.leg.br/api/v2/frentes/54073,Frente Parlamentar Mista de Combate à Fome no Brasil,56
186,54074,https://dadosabertos.camara.leg.br/api/v2/frentes/54074,Frente Parlamentar Mista em Defesa dos Municípios Sedes de Usinas Hidroelétricas e Alagados,56
187,54071,https://dadosabertos.camara.leg.br/api/v2/frentes/54071,Frente Parlamentar em Defesa da Cruz Vermelha,56
188,54076,https://dadosabertos.camara.leg.br/api/v2/frentes/54076,Frente Parlamentar em Defesa da Atividade Física para o Desenvolvimento Humano,56
189,54069,https://dadosabertos.camara.leg.br/api/v2/frentes/54069,Frente Parlamentar Mista do Transporte Público -FPMTP,56
190,54045,https://dadosabertos.camara.leg.br/api/v2/frentes/54045,Frente Parlamentar de Segurança Alimentar e Nutricional - FPSAN,56
191,54065,https://dadosabertos.camara.leg.br/api/v2/frentes/54065,Frente Parlamentar Mista em Defesa das Universidades Comunitárias,56
192,54059,https://dadosabertos.camara.leg.br/api/v2/frentes/54059,Frente Parlamentar Mista em Defesa do Setor Elétrico Brasileiro,56
193,54075,https://dadosabertos.camara.leg.br/api/v2/frentes/54075,Frente Parlamentar em Defesa da Ciclomobilidade,56
194,54063,https://dadosabertos.camara.leg.br/api/v2/frentes/54063,Frente Parlamentar da Alimentação e Saúde - FPAS,56
195,54067,https://dadosabertos.camara.leg.br/api/v2/frentes/54067,Frente Parlamentar em Defesa do Rio Jequitinhonha,56
196,54070,https://dadosabertos.camara.leg.br/api/v2/frentes/54070,"Frente Parlamentar dos Atacadistas, Supermercados e Similares",56
197,54066,https://dadosabertos.camara.leg.br/api/v2/frentes/54066,Frente Parlamentar em Defesa do Rio São Francisco,56
198,54058,https://dadosabertos.camara.leg.br/api/v2/frentes/54058,Frente Parlamentar com Participação Popular Feminista e Antirracista,56
199,54072,https://dadosabertos.camara.leg.br/api/v2/frentes/54072,Frente Parlamentar de Combate ao Suicídio e Automutilação no Brasil,56
200,54053,https://dadosabertos.camara.leg.br/api/v2/frentes/54053,Frente Parlamentar Mista em Atenção Integral às Pessoas com Doenças Raras,56
201,54054,https://dadosabertos.camara.leg.br/api/v2/frentes/54054,Frente Parlamentar Mista de Apoio a Habitação Rural/Entidades,56
202,54062,https://dadosabertos.camara.leg.br/api/v2/frentes/54062,Frente Parlamentar Mista de Enfrentamento à Violência nas Escolas,56
203,54068,https://dadosabertos.camara.leg.br/api/v2/frentes/54068,Frente Parlamentar em Defesa do Ciclista,56
204,54064,https://dadosabertos.camara.leg.br/api/v2/frentes/54064,Frente Parlamentar em Defesa da Liberdade Religiosa e da Cultura de Paz,56
205,54061,https://dadosabertos.camara.leg.br/api/v2/frentes/54061,Frente Parlamentar Mista em Defesa das Comunidades Quilombolas,56
